id,store_name,store_name_gn,store_name_tb,store_name_hp,store_name_retty,store_name_demaekan,store_name_uber,store_name_google,phone_number,area_id
247,"魚に鍋に炭火焼 いちかわ藤",,"魚に鍋に炭火焼 いちかわ藤",,,,,,047-326-5755,2
248,"コンチェルト",,"コンチェルト",,,,,,047-307-9481,2
249,"アジアンダイニング＆バー ディープサン",,"アジアンダイニング＆バー ディープサン",,,,,,047-379-7577,2
250,"釜山屋",,"釜山屋",,,,,,080-4687-8999,2
251,"寿司割烹　翔",,"寿司割烹　翔",,,,,,047-323-6505,2
252,"ボンベイパレス",,"ボンベイパレス",,,,,,047-359-4441,2
253,"イチロウテイ カベルナ",,"イチロウテイ カベルナ",,,,,,047-316-2090,2
254,"すし　築地日本海 南行徳店",,"すし　築地日本海 南行徳店",,,,,,047-306-0711,2
255,"牛志",,"牛志",,,,,,047-704-9223,2
256,"だんごの美好 市川大野店",,"だんごの美好 市川大野店",,,,,,047-337-0344,2
257,"らぁ麺 凱哉",,"らぁ麺 凱哉",,,,,,"不明の為情報お待ちしております",2
258,"洋食 大野亭 シャポー市川駅店",,"洋食 大野亭 シャポー市川駅店",,,,,,047-316-0029,2
259,"鳥辰",,"鳥辰",,,,,,047-370-5095,2
260,"ヴェネチア酒場",,"ヴェネチア酒場",,,,,,047-333-9999,2
261,"モスバーガー 本八幡南口店",,"モスバーガー 本八幡南口店",,,,,,047-370-8198,2
262,"昇龍",,"昇龍",,,,,,047-395-4654,2
263,"欧風料理 アンダンテ",,"欧風料理 アンダンテ",,,,,,047-338-8127,2
264,"ピッツェリア カント デッラ テッラ",,"ピッツェリア カント デッラ テッラ",,,,,,047-712-8884,2
265,"さくらそば",,"さくらそば",,,,,,047-397-7717,2
266,"みやげや",,"みやげや",,,,,,047-395-7370,2
267,"瀧森",,"瀧森",,,,,,047-370-8989,2
268,"和食レストランとんでん 本八幡店",,"和食レストランとんでん 本八幡店",,,,,,047-379-0501,2
269,"マインベッカー",,"マインベッカー",,,,,,047-711-1015,2
270,"ココス イオン市川妙典店",,"ココス イオン市川妙典店",,,,,,047-300-2181,2
271,"麺処しろ",,"麺処しろ",,,,,,"",2
272,"パンプル",,"パンプル",,,,,,047-326-1177,2
273,"麺屋 一路",,"麺屋 一路",,,,,,047-702-9160,2
274,"モロー",,"モロー",,,,,,047-718-8021,2
275,"ブロンコ ビリー 西船橋店",,"ブロンコ ビリー 西船橋店",,,,,,047-320-5529,2
276,"タリーズコーヒー シャポー本八幡店",,"タリーズコーヒー シャポー本八幡店",,,,,,047-314-5133,2
277,"CoCo壱番屋 東京メトロ南行徳駅北口店",,"CoCo壱番屋 東京メトロ南行徳駅北口店",,,,,,047-307-6020,2
278,"珈琲倶楽部",,"珈琲倶楽部",,,,,,047-325-0777,2
279,"味味",,"味味",,,,,,047-397-0066,2
280,"せね家",,"せね家",,,,,,"",2
281,"葫",,"葫",,,,,,090-7207-5493,2
282,"鈴家",,"鈴家",,,,,,047-324-3418,2
283,"ミートショップミヤワキ",,"ミートショップミヤワキ",,,,,,047-370-1634,2
284,"長崎ちゃんぽん リンガーハット ショップス市川店",,"長崎ちゃんぽん リンガーハット ショップス市川店",,,,,,047-320-3321,2
285,"福栄飯店",,"福栄飯店",,,,,,047-396-1984,2
286,"デュセニ村８ 市川新田店",,"デュセニ村８ 市川新田店",,,,,,047-378-9998,2
287,"とんき メトロ店",,"とんき メトロ店",,,,,,047-396-5691,2
288,"串坊ず",,"串坊ず",,,,,,047-378-5633,2
289,"楽楽酒坊",,"楽楽酒坊",,,,"中華料理　楽楽酒坊",,047-713-3448,2
290,"肉バル スノーキー 行徳店",,"肉バル スノーキー 行徳店",,,,,,047-711-0622,2
291,"ポポラマーマ 市川店",,"ポポラマーマ 市川店",,,,"ポポラマーマ 瑞江店",,047-311-4847,2
292,"カフェ・ベローチェ 市川店",,"カフェ・ベローチェ 市川店",,,,,,047-322-2223,2
293,"タンネ 本店",,"タンネ 本店",,,,,,047-323-2394,2
294,"天丼てんや 市川店",,"天丼てんや 市川店",,,,,,047-322-6940,2
295,"うさぎの小屋",,"うさぎの小屋",,,,,,047-395-0902,2
296,"珍来 南行徳店",,"珍来 南行徳店",,,,,,047-383-9643,2
297,"サイゼリヤ タワーズイースト市川南口店",,"サイゼリヤ タワーズイースト市川南口店",,,,,,047-704--1012,2
298,"かさや",,"かさや",,,,,,047-358-1902,2
299,"ジャン ポール チェボー",,"ジャン ポール チェボー",,,,,,047-712-5502,2
300,"すし徳灑落",,"すし徳灑落",,,,,,047-395-4106,2
301,"仲間",,"仲間",,,,,,"不明の為情報お待ちしております",2
302,"上喜源",,"上喜源",,,,,,047-333-4415,2
303,"ユニバーシティ ダイニング",,"ユニバーシティ ダイニング",,,,,,047-372-4111,2
304,"マクドナルド 行徳店",,"マクドナルド 行徳店",,,,,,047-357-6673,2
305,"名代 富士そば 市川店",,"名代 富士そば 市川店",,,,,,03-6276-3526,2
306,"屋台屋 博多劇場 本八幡店",,"屋台屋 博多劇場 本八幡店",,,,,,047-312-6868,2
307,"大地のダイニング ペペローネ",,"大地のダイニング ペペローネ",,,,,,047-371-7957,2
308,"カモベーカリー",,"カモベーカリー",,,,,,047-710-0377,2
309,"じゃがいも",,"じゃがいも",,,,,,047-334-9016,2
310,"鳥良商店 本八幡北口店",,"鳥良商店 本八幡北口店",,,,,,047-302-2552,2
311,"魚酒房 まんま亭",,"魚酒房 まんま亭",,,,,,047-379-1718,2
312,"夢庵 市川福栄店",,"夢庵 市川福栄店",,,,,,047-359-1361,2
313,"中華東秀 妙典",,"中華東秀 妙典",,,,,,047-307-0651,2
314,"ワン アン ホア セン",,"ワン アン ホア セン",,,,,,047-712-5636,2
315,"大衆酒場 馬越",,"大衆酒場 馬越",,,,,,047-379-0320,2
316,"はま寿司 行徳店",,"はま寿司 行徳店",,,,,,047-307-7477,2
317,"Chef's NaNa",,"Chef's NaNa",,,,,,047-379-0039,2
318,"麺屋 よしすけ",,"麺屋 よしすけ",,,,,,047-395-7770,2
319,"乃ざき",,"乃ざき",,,,,,047-338-0327,2
320,"とんかつ 大幸",,"とんかつ 大幸",,,,,,047-356-1988,2
321,"和shoku 歩歩",,"和shoku 歩歩",,,,,,047-325-0498,2
322,"シェ・スギノ",,"シェ・スギノ",,,,,,047-376-6633,2
323,"デュデスタン",,"デュデスタン",,,,,,047-395-5000,2
324,"日乃出庵",,"日乃出庵",,,,,,047-378-5493,2
325,"サプナ",,"サプナ",,,,,,047-322-2951,2
326,"ＴＡＮＮＥ タンネシャポー店",,"ＴＡＮＮＥ タンネシャポー店",,,,,,047-326-9783,2
327,"ビストロ カシェ",,"ビストロ カシェ",,,,,,047-326-6828,2
328,"ぶたけん。",,"ぶたけん。",,,,,,"不明の為情報お待ちしております",2
329,"ジョリーパスタ 市川店",,"ジョリーパスタ 市川店",,,,,,047-323-0595,2
330,"くるまやラーメン 妙典店",,"くるまやラーメン 妙典店",,,,,,047-356-3858,2
331,"立呑 わたらい",,"立呑 わたらい",,,,,,047-379-8902,2
332,"肉のマルマン",,"肉のマルマン",,,,,,047-397-5236,2
333,"bar Ao",,"bar Ao",,,,,,047-711-0131,2
334,"山遊木",,"山遊木",,,,,"山遊木",047-325-1000,2
335,"吉野家 行徳新浜店",,"吉野家 行徳新浜店",,,,,,047-390-1150,2
336,matsuo,,matsuo,,,,,,047-322-5013,2
337,"wine cafe Pub Jack 市川店",,"wine cafe Pub Jack 市川店",,,,,,047-324-8028,2
338,"煉瓦亭",,"煉瓦亭",,,,,,047-358-3166,2
339,"中国四川料理 大進飯店",,"中国四川料理 大進飯店",,,,,,047-376-9438,2
340,"オクタン餃子",,"オクタン餃子",,,,,,047-375-2800,2
341,"いろり庵きらく 市川店",,"いろり庵きらく 市川店",,,,,,047-326-9160,2
342,"燦遊館",,"燦遊館",,,,,,047-323-1504,2
343,"303 ネロ",,"303 ネロ",,,,,,047-378-3383,2
344,"すずらんラーメン とみざわ",,"すずらんラーメン とみざわ",,,,,,047-396-1952,2
345,"尾張屋",,"尾張屋",,,,,,047-322-2953,2
346,"大門岡埜",,"大門岡埜",,,,,,047-322-0447,2
347,"ラ・パティスリー・ツキ",,"ラ・パティスリー・ツキ",,,,,,047-718-0735,2
348,"個室会席 ちょっと贅沢 神田ッ子",,"個室会席 ちょっと贅沢 神田ッ子",,,,,,047-325-1258,2
349,"英弘",,"英弘",,,,,,047-358-2711,2
350,"サンズ・ダイナー 本八幡店",,"サンズ・ダイナー 本八幡店",,,,,,047-336-9998,2
351,"柿の樹",,"柿の樹",,,,,,047-358-8077,2
352,"らー麺 あけどや",,"らー麺 あけどや",,,,,,047-324-1760,2
353,"大好き 行徳店",,"大好き 行徳店",,,,,,047-399-6885,2
354,"杏樹亭",,"杏樹亭",,,,,,047-359-2773,2
355,"南山",,"南山",,,,,,047-705-8891,2
356,"らーめん むげん",,"らーめん むげん",,,,,,047-395-1500,2
357,"ニューラーメンショップ 南大野店",,"ニューラーメンショップ 南大野店",,,,,,047-337-3817,2
358,"華風伝",,"華風伝",,,,,,047-307-0631,2
359,"美味い肉とワインの隠れ家イタリアン Blue Doors 本八幡店",,"美味い肉とワインの隠れ家イタリアン Blue Doors 本八幡店",,,,,,047-318-3860,2
360,"太新",,"太新",,,,,,047-322-0747,2
361,"カフェダイニング O.F.F",,"カフェダイニング O.F.F",,,,,,047-329-0202,2
362,"中国ラウンジ 味雅",,"中国ラウンジ 味雅",,,,,,047-322-3741,2
363,"春光園",,"春光園",,,,,,047-326-9161,2
364,"ファクトリーエザワ",,"ファクトリーエザワ",,,,,,047-326-5748,2
365,"らー麺屋 バリバリジョニー",,"らー麺屋 バリバリジョニー",,,,,,047-312-6706,2
366,"鴨や天童",,"鴨や天童",,,,,,047-324-7629,2
367,"総本家備長扇屋 本八幡店",,"総本家備長扇屋 本八幡店",,,,,,047-325-6622,2
368,"ケーキラボ・マグネット",,"ケーキラボ・マグネット",,,,,,047-312-6660,2
369,"桜ガーデン",,"桜ガーデン",,,,,,047-335-3981,2
370,"石山食堂",,"石山食堂",,,,,,047-327-1086,2
371,"肉の山崎",,"肉の山崎",,,,,,047-322-2983,2
372,"カツトラ",,"カツトラ",,,,,,047-378-5525,2
373,"フラットバックカフェ",,"フラットバックカフェ",,,,,,047-718-8135,2
374,"三谷牛肉店",,"三谷牛肉店",,,,,,047-323-1129,2
375,"支那ソバ　小むろ",,"支那ソバ　小むろ",,,,,,047-359-8106,2
376,"中華そば 瓢",,"中華そば 瓢",,,,,,047-322-2337,2
377,"越後屋",,"越後屋",,,,,,047-334-7457,2
378,"フォルクス 市川ニッケ店",,"フォルクス 市川ニッケ店",,,,"フォルクス 市川ニッケ店 VOLKS Ichikawa Nikke",,047-379-3330,2
379,"ソバイスバ いさと",,"ソバイスバ いさと",,,,,,047-373-4537,2
380,"菓匠　京山 妙典富浜店",,"菓匠　京山 妙典富浜店",,,,,,047-359-8888,2
381,"南行徳 彦酉",,"南行徳 彦酉",,,,,,047-727-4445,2
382,"炎丸 本八幡店",,"炎丸 本八幡店",,,,,,047-334-6095,2
383,"浅草牛タン みらく 行徳駅前2号店",,"浅草牛タン みらく 行徳駅前2号店",,,,,,047-374-3248,2
384,"七輪焼肉 安安 本八幡駅前店",,"七輪焼肉 安安 本八幡駅前店",,,,,,047-376-5310,2
385,"古理屋 本八幡店",,"古理屋 本八幡店",,,,,,047-711-1788,2
386,"行徳　彦酉",,"行徳　彦酉",,,,,,047-300-4194,2
387,"とり亀 本八幡店",,"とり亀 本八幡店",,,,,,047-376-8858,2
388,"大阪王将 南行徳店",,"大阪王将 南行徳店",,,,,,047-306-0040,2
389,"大阪王将 本八幡店",,"大阪王将 本八幡店",,,,,,047-320-4040,2
390,"くふ楽 本八幡店",,"くふ楽 本八幡店",,,,,,047-333-6232,2
391,"目利きの銀次 市川北口駅前店",,"目利きの銀次 市川北口駅前店",,,,"目利きの銀次 市川北口駅前店",,047-325-6088,2
392,"海栗屋 市川店",,"海栗屋 市川店",,,,,,047-325-2262,2
393,"ちゃとりかとり 本八幡店",,"ちゃとりかとり 本八幡店",,,,,,047-393-5051,2
394,"鉄板焼き 韋駄天",,"鉄板焼き 韋駄天",,,,,,047-321-4747,2
395,"やきとり家 すみれ 本八幡店",,"やきとり家 すみれ 本八幡店",,,,"やきとり家すみれ 本八幡",,047-314-1951,2
396,"金福",,"金福",,,,,,047-377-5153,2
397,"たんや十兵衛 シャポー市川店",,"たんや十兵衛 シャポー市川店",,,,,,047-321-6411,2
398,"とり吉 本八幡店",,"とり吉 本八幡店",,,,,,047-335-4129,2
399,"吉四夢 妙典店",,"吉四夢 妙典店",,,,,,047-395-1929,2
400,"餃子の王将 本八幡駅前館",,"餃子の王将 本八幡駅前館",,,,"餃子の王将 本八幡駅前",,047-379-2821,2
401,"ビーカフェ 市川店",,"ビーカフェ 市川店",,,,,,050-3797-3165,2
402,"麺屋 金獅子",,"麺屋 金獅子",,,,,,047-398-5070,2
403,"炭火焼肉炙や",,"炭火焼肉炙や",,,,,,047-398-1729,2
404,"リンガーハット 千葉妙典店",,"リンガーハット 千葉妙典店",,,,,,047-390-3770,2
405,"割烹　川松",,"割烹　川松",,,,,,047-324-3004,2
406,"ヤワタ＋コーヒー",,"ヤワタ＋コーヒー",,,,,,047-727-9563,2
407,"焼肉 本陣",,"焼肉 本陣",,,,,,047-370-5629,2
408,"らー麺 Ｎ",,"らー麺 Ｎ",,,,,,047-370-3707,2
409,"Patisserie T.sweets",,"Patisserie T.sweets",,,,,,047-702-8951,2
410,"焼鳥日高 市川南口店",,"焼鳥日高 市川南口店",,,,,,047-325-6012,2
411,"鳥貴族 南行徳店",,"鳥貴族 南行徳店",,,,,,047-396-5220,2
412,"マロンド 本八幡店",,"マロンド 本八幡店",,,,,,047-702-9990,2
413,"海風堂 市川大野店",,"海風堂 市川大野店",,,,,,047-337-4733,2
414,"おむらいす亭 千葉ニッケコルトンプラザ店",,"おむらいす亭 千葉ニッケコルトンプラザ店",,,,,,047-377-5666,2
415,"ラ マルジュ",,"ラ マルジュ",,,,,,047-326-1357,2
416,"備長炭火ホルモン焼 しちりん 本八幡南口駅前店",,"備長炭火ホルモン焼 しちりん 本八幡南口駅前店",,,,,,047-377-7055,2
417,"はな膳 市川大野店",,"はな膳 市川大野店",,,,,,047-303-8701,2
418,"一本堂 本八幡駅前店",,"一本堂 本八幡駅前店",,,,,,047-377-2900,2
419,"アーユルヴェーダ",,"アーユルヴェーダ",,,,,,047-337-5951,2
420,"リンガーハット ニッケコルトンプラザ店",,"リンガーハット ニッケコルトンプラザ店",,,,,,047-300-8891,2
421,"鳥造 行徳店",,"鳥造 行徳店",,,,,,047-306-7900,2
422,"ガスト 本八幡店",,"ガスト 本八幡店",,,,,,047-300-8650,2
423,"麺屋亥龍",,"麺屋亥龍",,,,,,047-325-3897,2
424,"ブルードラゴンオリエンタル シャポー本八幡店",,"ブルードラゴンオリエンタル シャポー本八幡店",,,,,,047-712-5444,2
425,"レストラン ルパン",,"レストラン ルパン",,,,,,047-711-1177,2
426,"ロッテリア 南行徳駅店",,"ロッテリア 南行徳駅店",,,,,,047-356-3514,2
427,"ミスタードーナツ 市川駅前ショップ",,"ミスタードーナツ 市川駅前ショップ",,,,,,047-326-1911,2
428,"上海飯店",,"上海飯店",,,,,,047-359-6678,2
429,"松屋 南行徳店",,"松屋 南行徳店",,,,,,047-307-2708,2
430,"インドヤレストラン",,"インドヤレストラン",,,,,,047-712-5256,2
431,"王記厨房 ニッケコルトンプラザ店",,"王記厨房 ニッケコルトンプラザ店",,,,,,047-321-4488,2
432,"コメダ珈琲店 シャポー市川店",,"コメダ珈琲店 シャポー市川店",,,,,,047-323-0011,2
433,"笑福",,"笑福",,,,,,047-356-2227,2
434,"真間寿司",,"真間寿司",,,,,,047-323-2783,2
435,"卵と私 ニッケコルトンプラザ店",,"卵と私 ニッケコルトンプラザ店",,,,,,047-300-9581,2
436,"鮨善 本店",,"鮨善 本店",,,,,,047-339-3313,2
437,"プレジール",,"プレジール",,,,,,047-375-3855,2
438,"マクドナルド 本八幡南口店",,"マクドナルド 本八幡南口店",,,,,,047-378-5411,2
439,"手羽矢 南行徳店",,"手羽矢 南行徳店",,,,,,047-701-1088,2
440,"市川食堂",,"市川食堂",,,,,,047-323-3645,2
441,"Patisserie Enfants",,"Patisserie Enfants",,,,,,047-395-9583,2
442,"Enak Enak",,"Enak Enak",,,,,,047-712-5767,2
443,"すき家 本八幡駅南口店",,"すき家 本八幡駅南口店",,,,,,"",2
444,"日高屋 市川南口店",,"日高屋 市川南口店",,,,,,047-320-0180,2
445,"横浜ラーメン　壱鉄家",,"横浜ラーメン　壱鉄家",,,,,,047-323-3010,2
446,"イチカワミート",,"イチカワミート",,,,,,047-396-7074,2
447,"壱番館 南行徳店",,"壱番館 南行徳店",,,,,,047-397-1173,2
448,"炭火やきとり 富吉",,"炭火やきとり 富吉",,,,,,047-334-5384,2
449,"菜福楼 本八幡支店",,"菜福楼 本八幡支店",,,,,,047-712-5368,2
450,"カフェ＆バー ガストロパブアローズ",,"カフェ＆バー ガストロパブアローズ",,,,,,047-702-5574,2
451,"鉄板 清水",,"鉄板 清水",,,,,,047-326-8885,2
452,"おらが蕎麦 シャポー本八幡店",,"おらが蕎麦 シャポー本八幡店",,,,"おらが蕎麦 シャポー本八幡店",,047-334-6464,2
453,"リトルマーメイド シャポー本八幡店",,"リトルマーメイド シャポー本八幡店",,,,,,047-332-2770,2
454,"松乃家 南行徳店",,"松乃家 南行徳店",,,,,,047-307-7881,2
455,"すき家 行徳駅前店",,"すき家 行徳駅前店",,,,"すき家 行徳駅前店 Sukiya Gyoutoku Ekimae",,"",2
456,"赤門 本八幡店",,"赤門 本八幡店",,,,,,047-333-4129,2
457,"ラーメン魁力屋 南行徳店",,"ラーメン魁力屋 南行徳店",,,,,,047-395-0303,2
458,"銀座アスター 市川店",,"銀座アスター 市川店",,,,,,047-370-5801,2
459,"金京飯店",,"金京飯店",,,,,,047-379-0113,2
460,"タルタルハンバーグ 牛忠 ニッケコルトンプラザ店",,"タルタルハンバーグ 牛忠 ニッケコルトンプラザ店",,,,,,047-300-9583,2
461,"日高屋 本八幡駅南店",,"日高屋 本八幡駅南店",,,,,,047-700-2115,2
462,"焼肉レストラン ソウル",,"焼肉レストラン ソウル",,,,,,047-376-9697,2
463,"つけ麺 一番",,"つけ麺 一番",,,,,,047-312-6350,2
464,"サイゼリヤ 本八幡北口パティオ店",,"サイゼリヤ 本八幡北口パティオ店",,,,,,047-302-2113,2
